"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","British Columbia [59]","2016A000259","Total, all violations [0]","Total cleared","Number","223","units","0","v44382084","36.1.4","128359","","","","0"
"2018","British Columbia [59]","2016A000259","Total, all violations [0]","Total cleared","Number","223","units","0","v44382084","36.1.4","129441","","","","0"
"2019","British Columbia [59]","2016A000259","Total, all violations [0]","Total cleared","Number","223","units","0","v44382084","36.1.4","136678","","","","0"
"2020","British Columbia [59]","2016A000259","Total, all violations [0]","Total cleared","Number","223","units","0","v44382084","36.1.4","126599","","","","0"
"2021","British Columbia [59]","2016A000259","Total, all violations [0]","Total cleared","Number","223","units","0","v44382084","36.1.4","116954","","","","0"
"2017","British Columbia [59]","2016A000259","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44331382","36.1.5","65552","","","","0"
"2018","British Columbia [59]","2016A000259","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44331382","36.1.5","65270","","","","0"
"2019","British Columbia [59]","2016A000259","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44331382","36.1.5","67380","","","","0"
"2020","British Columbia [59]","2016A000259","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44331382","36.1.5","60772","","","","0"
"2021","British Columbia [59]","2016A000259","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44331382","36.1.5","53676","","","","0"
"2017","British Columbia [59]","2016A000259","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44396246","36.1.6","62807","","","","0"
"2018","British Columbia [59]","2016A000259","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44396246","36.1.6","64171","","","","0"
"2019","British Columbia [59]","2016A000259","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44396246","36.1.6","69298","","","","0"
"2020","British Columbia [59]","2016A000259","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44396246","36.1.6","65827","","","","0"
"2021","British Columbia [59]","2016A000259","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44396246","36.1.6","63278","","","","0"
"2017","British Columbia [59]","2016A000259","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44391286","36.1.7","64984","","","","0"
"2018","British Columbia [59]","2016A000259","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44391286","36.1.7","64035","","","","0"
"2019","British Columbia [59]","2016A000259","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44391286","36.1.7","65376","","","","0"
"2020","British Columbia [59]","2016A000259","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44391286","36.1.7","59277","","","","0"
"2021","British Columbia [59]","2016A000259","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44391286","36.1.7","52075","","","","0"
"2017","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44335527","36.1.8","1489.02","","","","2"
"2018","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44335527","36.1.8","1441.66","","","","2"
"2019","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44335527","36.1.8","1444.96","","","","2"
"2020","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44335527","36.1.8","1292.23","","","","2"
"2021","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44335527","36.1.8","1121.16","","","","2"
"2017","British Columbia [59]","2016A000259","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44405272","36.1.9","61964","","","","0"
"2018","British Columbia [59]","2016A000259","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44405272","36.1.9","61241","","","","0"
"2019","British Columbia [59]","2016A000259","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44405272","36.1.9","62660","","","","0"
"2020","British Columbia [59]","2016A000259","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44405272","36.1.9","57227","","","","0"
"2021","British Columbia [59]","2016A000259","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44405272","36.1.9","50282","","","","0"
"2017","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44370116","36.1.10","1524.58","","","","2"
"2018","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44370116","36.1.10","1478.47","","","","2"
"2019","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44370116","36.1.10","1483.52","","","","2"
"2020","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44370116","36.1.10","1335.94","","","","2"
"2021","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44370116","36.1.10","1158.35","","","","2"
"2017","British Columbia [59]","2016A000259","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44358141","36.1.11","3020","","","","0"
"2018","British Columbia [59]","2016A000259","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44358141","36.1.11","2794","","","","0"
"2019","British Columbia [59]","2016A000259","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44358141","36.1.11","2716","","","","0"
"2020","British Columbia [59]","2016A000259","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44358141","36.1.11","2050","","","","0"
"2021","British Columbia [59]","2016A000259","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44358141","36.1.11","1793","","","","0"
"2017","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44350352","36.1.12","1007.08","","","","2"
"2018","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44350352","36.1.12","932.69","","","","2"
"2019","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44350352","36.1.12","903.32","","","","2"
"2020","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44350352","36.1.12","675.36","","","","2"
"2021","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44350352","36.1.12","589.93","","","","2"
"2017","British Columbia [59]","2016A000259","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53097365","36.1.13","7095","","","","0"
"2018","British Columbia [59]","2016A000259","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53097365","36.1.13","6278","","","","0"
"2019","British Columbia [59]","2016A000259","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53097365","36.1.13","6359","","","","0"
"2020","British Columbia [59]","2016A000259","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53097365","36.1.13","4655","","","","0"
"2021","British Columbia [59]","2016A000259","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53097365","36.1.13","4635","","","","0"
"2017","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53097366","36.1.14","2365.97","","","","2"
"2018","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53097366","36.1.14","2095.72","","","","2"
"2019","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53097366","36.1.14","2114.96","","","","2"
"2020","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53097366","36.1.14","1533.56","","","","2"
"2021","British Columbia [59]","2016A000259","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53097366","36.1.14","1525.00","","","","2"
"2017","Yukon [60]","2016A000260","Total, all violations [0]","Actual incidents","Number","223","units","0","v44370729","40.1.1","8803","","","","0"
"2018","Yukon [60]","2016A000260","Total, all violations [0]","Actual incidents","Number","223","units","0","v44370729","40.1.1","8788","","","","0"
"2019","Yukon [60]","2016A000260","Total, all violations [0]","Actual incidents","Number","223","units","0","v44370729","40.1.1","10946","","","","0"
"2020","Yukon [60]","2016A000260","Total, all violations [0]","Actual incidents","Number","223","units","0","v44370729","40.1.1","10886","","","","0"
"2021","Yukon [60]","2016A000260","Total, all violations [0]","Actual incidents","Number","223","units","0","v44370729","40.1.1","10880","","","","0"
"2017","Yukon [60]","2016A000260","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44411998","40.1.2","22224.19","","","","2"
"2018","Yukon [60]","2016A000260","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44411998","40.1.2","21688.59","","","","2"
"2019","Yukon [60]","2016A000260","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44411998","40.1.2","26463.90","","","","2"
"2020","Yukon [60]","2016A000260","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44411998","40.1.2","25812.11","","","","2"
"2021","Yukon [60]","2016A000260","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44411998","40.1.2","25310.57","","","","2"
"2017","Yukon [60]","2016A000260","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44335239","40.1.3","-5.60","","","","2"
"2018","Yukon [60]","2016A000260","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44335239","40.1.3","-2.41","","","","2"
"2019","Yukon [60]","2016A000260","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44335239","40.1.3","22.02","","","","2"
"2020","Yukon [60]","2016A000260","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44335239","40.1.3","-2.46","","","","2"
